,experiment,cloud,env,env_type,nodes,application,problem_size,metric,value,gpu_count
0,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,duration,54.0,0
1,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,cpu_utilization,99.2,0
2,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,duration,54.0,0
3,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,cpu_utilization,99.2,0
4,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,duration,54.0,0
5,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,cpu_utilization,99.3,0
6,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,duration,54.0,0
7,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,cpu_utilization,99.3,0
8,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,duration,54.0,0
9,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,cpu_utilization,99.2,0
10,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,duration,54.0,0
11,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,cpu_utilization,99.2,0
12,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,duration,54.0,0
13,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,cpu_utilization,99.3,0
14,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,duration,54.0,0
15,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,cpu_utilization,99.2,0
16,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,duration,54.0,0
17,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,cpu_utilization,99.3,0
18,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,duration,54.0,0
19,corona/cpu/on-premises,corona,cpu,on-premises,8,lammps,16x16x16,cpu_utilization,99.2,0
20,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,duration,42.0,0
21,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,cpu_utilization,99.5,0
22,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,duration,42.0,0
23,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,cpu_utilization,99.5,0
24,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,duration,42.0,0
25,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,cpu_utilization,99.5,0
26,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,duration,42.0,0
27,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,cpu_utilization,99.5,0
28,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,duration,42.0,0
29,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,cpu_utilization,99.5,0
30,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,duration,42.0,0
31,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,cpu_utilization,99.5,0
32,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,duration,42.0,0
33,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,cpu_utilization,99.5,0
34,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,duration,42.0,0
35,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,cpu_utilization,99.5,0
36,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,duration,42.0,0
37,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,cpu_utilization,99.5,0
38,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,duration,42.0,0
39,corona/cpu/on-premises,corona,cpu,on-premises,32,lammps,16x16x16,cpu_utilization,99.5,0
40,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,duration,97.0,0
41,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,cpu_utilization,99.2,0
42,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,duration,97.0,0
43,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,cpu_utilization,99.2,0
44,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,duration,97.0,0
45,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,cpu_utilization,99.2,0
46,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,duration,97.0,0
47,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,cpu_utilization,99.2,0
48,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,duration,97.0,0
49,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,cpu_utilization,99.2,0
50,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,duration,97.0,0
51,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,cpu_utilization,99.2,0
52,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,duration,97.0,0
53,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,cpu_utilization,99.2,0
54,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,duration,97.0,0
55,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,cpu_utilization,99.2,0
56,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,duration,97.0,0
57,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,cpu_utilization,99.2,0
58,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,duration,97.0,0
59,corona/cpu/on-premises,corona,cpu,on-premises,4,lammps,16x16x16,cpu_utilization,99.2,0
60,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,duration,30.0,0
61,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,cpu_utilization,99.2,0
62,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,duration,30.0,0
63,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,cpu_utilization,99.2,0
64,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,duration,30.0,0
65,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,cpu_utilization,99.2,0
66,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,duration,30.0,0
67,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,cpu_utilization,99.2,0
68,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,duration,30.0,0
69,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,cpu_utilization,99.2,0
70,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,duration,30.0,0
71,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,cpu_utilization,99.2,0
72,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,duration,30.0,0
73,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,cpu_utilization,99.2,0
74,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,duration,30.0,0
75,corona/cpu/on-premises,corona,cpu,on-premises,16,lammps,16x16x16,cpu_utilization,99.2,0
