
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      18.45
8                      22.83
16                     19.28
32                     53.80
64                     63.50
128                    76.94
256                    70.84
512                   141.06
1024                   82.05
2048                   62.00
4096                   83.10
8192                 2233.92
16384                 175.16
32768                2124.02
65536                 294.97
131072               1452.86
262144                493.68
524288               1031.66
1048576              2189.74
