
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      20.59
8                      23.24
16                     17.73
32                     21.67
64                     35.01
128                    90.03
256                    67.79
512                    71.12
1024                   67.23
2048                   87.85
4096                   86.20
8192                 2151.79
16384                 172.48
32768                2453.06
65536                 261.86
131072               1448.71
262144               1726.16
524288               3340.93
1048576              2664.20
