
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     191.27
8                     119.71
16                    108.18
32                    131.76
64                    109.65
128                    97.87
256                    79.09
512                   297.13
1024                  153.04
2048                  179.98
4096                  511.74
8192                  816.74
16384                 229.36
32768                 280.46
65536                 960.18
131072                621.07
262144               6568.25
524288              10149.92
1048576              9015.56
