
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     441.66
8                     185.02
16                    159.42
32                    122.72
64                     95.29
128                    47.89
256                    66.08
512                    76.56
1024                  113.40
2048                  201.40
4096                  200.90
8192                 1256.42
16384                 172.58
32768                 215.03
65536                 264.08
131072                399.16
262144               1612.08
524288               7968.70
1048576             13918.51
