
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     157.62
8                     138.52
16                    152.82
32                    633.53
64                    125.76
128                    83.47
256                    83.96
512                   127.78
1024                  547.39
2048                  919.18
4096                  365.22
8192                  371.25
16384                 369.63
32768                 339.77
65536                 567.98
131072               1302.08
262144               1679.98
524288               5976.15
1048576             13238.30
