
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     210.95
8                     102.55
16                     84.31
32                    132.80
64                    248.42
128                   130.35
256                   110.73
512                    97.84
1024                  138.54
2048                  563.98
4096                  552.96
8192                  597.49
16384                 273.61
32768                 195.53
65536                 347.25
131072               3106.30
262144               7222.96
524288               7841.85
1048576              9101.45
