
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     183.64
8                     295.10
16                     48.73
32                     95.03
64                     62.20
128                    71.20
256                   120.82
512                   121.71
1024                  102.83
2048                 1065.95
4096                  318.51
8192                  458.40
16384                 443.00
32768                 483.70
65536                 300.36
131072               1181.23
262144               3106.00
524288               8383.54
1048576             12048.04
