
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     276.79
8                     162.84
16                    147.98
32                    150.90
64                    469.48
128                    80.67
256                    61.70
512                   111.13
1024                  178.85
2048                  631.43
4096                  397.83
8192                  656.15
16384                 162.50
32768                 421.19
65536                 648.25
131072               1136.72
262144               2769.01
524288               3649.66
1048576             12172.57
