
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      18.43
8                      18.68
16                     19.49
32                     23.59
64                     25.56
128                    26.51
256                    28.20
512                    30.63
1024                   33.47
2048                   40.63
4096                   62.44
8192                   67.43
16384                 126.29
32768                 109.22
65536                 167.15
131072                280.80
262144                511.81
524288               1133.79
1048576              2694.82
