
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      20.67
8                      19.01
16                     19.83
32                     20.50
64                     23.44
128                    25.18
256                    33.52
512                    33.42
1024                   50.50
2048                   47.60
4096                  138.09
8192                   97.23
16384                  82.99
32768                 113.53
65536                 166.29
131072                273.37
262144                479.31
524288               1131.98
1048576              2408.37
