
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      31.66
8                      31.79
16                     31.39
32                     31.97
64                     34.60
128                    38.50
256                    41.84
512                    44.52
1024                   49.03
2048                   86.79
4096                  119.49
8192                  233.26
16384                 139.61
32768                 166.57
65536                 224.91
131072                331.18
262144                532.03
524288               1115.75
1048576              2128.60
