# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       2.47
1                       2.46
2                       2.47
4                       2.47
8                       2.47
16                      2.48
32                      2.70
64                      2.91
128                     2.93
256                     3.61
512                     3.64
1024                    4.18
2048                    4.32
4096                    5.26
8192                    5.79
16384                   6.75
32768                   9.32
65536                  12.69
131072                 20.19
262144                 30.33
524288                 51.81
1048576                94.62
2097152               179.73
4194304               349.45
