# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       2.27
1                       2.26
2                       2.27
4                       2.27
8                       2.27
16                      2.28
32                      2.53
64                      2.74
128                     2.77
256                     3.43
512                     3.54
1024                    4.03
2048                    4.13
4096                    5.11
8192                    5.50
16384                   6.46
32768                   8.99
65536                  12.38
131072                 19.54
262144                 30.03
524288                 51.51
1048576                94.20
2097152               179.20
4194304               349.16
