# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.84
1                       1.84
2                       1.84
4                       1.85
8                       1.85
16                      1.86
32                      2.07
64                      2.32
128                     2.34
256                     3.06
512                     3.13
1024                    3.65
2048                    3.84
4096                    4.65
8192                    5.21
16384                   6.19
32768                   8.45
65536                  11.93
131072                 19.12
262144                 29.45
524288                 50.65
1048576                93.02
2097152               178.31
4194304               348.17
