# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       2.37
1                       2.37
2                       2.37
4                       2.38
8                       2.37
16                      2.39
32                      2.60
64                      2.87
128                     2.89
256                     3.61
512                     3.77
1024                    4.21
2048                    4.37
4096                    5.43
8192                    6.07
16384                   7.07
32768                   9.21
65536                  12.56
131072                 19.74
262144                 31.35
524288                 52.51
1048576                94.85
2097152               180.10
4194304               349.83
