# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.94
1                       1.94
2                       1.94
4                       1.94
8                       1.94
16                      1.94
32                      2.18
64                      2.34
128                     2.37
256                     3.05
512                     3.08
1024                    3.62
2048                    3.76
4096                    4.48
8192                    4.88
16384                   5.94
32768                   8.57
65536                  12.06
131072                 19.65
262144                 29.32
524288                 50.86
1048576                93.28
2097152               178.43
4194304               348.54
