# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       2.41
1                       2.42
2                       2.41
4                       2.42
8                       2.42
16                      2.43
32                      2.63
64                      2.91
128                     2.93
256                     3.66
512                     3.70
1024                    4.25
2048                    4.42
4096                    5.48
8192                    6.13
16384                   7.13
32768                   9.24
65536                  12.72
131072                 19.86
262144                 30.10
524288                 51.25
1048576                94.04
2097152               179.20
4194304               349.02
