# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.87
1                       1.87
2                       1.87
4                       1.87
8                       1.87
16                      1.86
32                      2.04
64                      2.32
128                     2.34
256                     3.07
512                     3.11
1024                    3.67
2048                    3.85
4096                    4.65
8192                    5.20
16384                   6.11
32768                   8.47
65536                  11.88
131072                 19.10
262144                 28.61
524288                 49.67
1048576                92.51
2097152               177.58
4194304               347.25
