# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.94
1                       1.93
2                       1.93
4                       1.94
8                       1.94
16                      1.95
32                      2.17
64                      2.35
128                     2.37
256                     3.05
512                     3.08
1024                    3.63
2048                    3.76
4096                    4.48
8192                    4.88
16384                   5.94
32768                   8.56
65536                  11.95
131072                 19.52
262144                 27.79
524288                 49.09
1048576                92.17
2097152               177.21
4194304               347.12
