# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       2.46
1                       2.46
2                       2.46
4                       2.46
8                       2.46
16                      2.47
32                      2.69
64                      2.89
128                     2.92
256                     3.58
512                     3.60
1024                    4.15
2048                    4.31
4096                    5.26
8192                    5.76
16384                   6.72
32768                   9.29
65536                  12.75
131072                 20.09
262144                 31.10
524288                 52.64
1048576                95.19
2097152               180.24
4194304               350.04
