
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      18.42
8                      18.51
16                     18.37
32                     19.31
64                     21.05
128                    23.67
256                    26.14
512                    28.66
1024                   32.24
2048                   35.76
4096                   82.41
8192                   81.69
16384                  91.06
32768                 126.79
65536                 165.25
131072                240.12
262144                456.99
524288               1017.16
1048576              2039.27
