
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      29.49
8                      28.45
16                     28.21
32                     30.52
64                     32.39
128                    36.96
256                    39.78
512                    43.41
1024                   45.93
2048                   87.72
4096                  121.53
8192                  229.97
16384                 140.18
32768                 167.05
65536                 234.10
131072                356.92
262144               1191.30
524288               3347.97
1048576              6242.89
