NAME                   READY   STATUS    RESTARTS   AGE   IP            NODE            NOMINATED NODE   READINESS GATES
flux-sample-0-b2dzq    1/1     Running   0          24m   10.244.10.3   u7s-corona236   <none>           <none>
flux-sample-1-9c595    1/1     Running   0          24m   10.244.24.2   u7s-corona261   <none>           <none>
flux-sample-10-dhhsh   1/1     Running   0          24m   10.244.29.2   u7s-corona266   <none>           <none>
flux-sample-11-xjh27   1/1     Running   0          24m   10.244.27.2   u7s-corona264   <none>           <none>
flux-sample-12-cp99g   1/1     Running   0          24m   10.244.7.2    u7s-corona233   <none>           <none>
flux-sample-13-mh4n9   1/1     Running   0          24m   10.244.30.2   u7s-corona267   <none>           <none>
flux-sample-14-fzm69   1/1     Running   0          24m   10.244.1.2    u7s-corona221   <none>           <none>
flux-sample-15-brq4r   1/1     Running   0          24m   10.244.11.2   u7s-corona237   <none>           <none>
flux-sample-16-wtj6k   1/1     Running   0          24m   10.244.16.2   u7s-corona242   <none>           <none>
flux-sample-17-d8jcl   1/1     Running   0          24m   10.244.26.2   u7s-corona263   <none>           <none>
flux-sample-18-gd5tx   1/1     Running   0          24m   10.244.4.2    u7s-corona228   <none>           <none>
flux-sample-19-z6blg   1/1     Running   0          24m   10.244.9.2    u7s-corona235   <none>           <none>
flux-sample-2-7v7b2    1/1     Running   0          24m   10.244.31.4   u7s-corona232   <none>           <none>
flux-sample-20-dztld   1/1     Running   0          24m   10.244.6.2    u7s-corona230   <none>           <none>
flux-sample-21-sp7j9   1/1     Running   0          24m   10.244.25.2   u7s-corona262   <none>           <none>
flux-sample-22-q55j5   1/1     Running   0          24m   10.244.18.2   u7s-corona244   <none>           <none>
flux-sample-23-khzpt   1/1     Running   0          24m   10.244.3.2    u7s-corona223   <none>           <none>
flux-sample-24-rz88k   1/1     Running   0          24m   10.244.23.2   u7s-corona259   <none>           <none>
flux-sample-25-jdwcn   1/1     Running   0          24m   10.244.20.2   u7s-corona256   <none>           <none>
flux-sample-26-p2wwf   1/1     Running   0          24m   10.244.12.2   u7s-corona238   <none>           <none>
flux-sample-27-ldtwm   1/1     Running   0          24m   10.244.13.2   u7s-corona239   <none>           <none>
flux-sample-28-nm8qf   1/1     Running   0          24m   10.244.5.2    u7s-corona229   <none>           <none>
flux-sample-29-qqkts   1/1     Running   0          24m   10.244.8.2    u7s-corona234   <none>           <none>
flux-sample-3-kqnct    1/1     Running   0          24m   10.244.19.2   u7s-corona255   <none>           <none>
flux-sample-30-g5fj4   1/1     Running   0          24m   10.244.15.2   u7s-corona241   <none>           <none>
flux-sample-31-hk2q6   1/1     Running   0          24m   10.244.14.2   u7s-corona240   <none>           <none>
flux-sample-4-42tbx    1/1     Running   0          24m   10.244.17.2   u7s-corona243   <none>           <none>
flux-sample-5-z79tc    1/1     Running   0          24m   10.244.0.2    u7s-corona219   <none>           <none>
flux-sample-6-z6mz6    1/1     Running   0          24m   10.244.22.2   u7s-corona258   <none>           <none>
flux-sample-7-4qst7    1/1     Running   0          24m   10.244.28.2   u7s-corona265   <none>           <none>
flux-sample-8-gv6ln    1/1     Running   0          24m   10.244.2.2    u7s-corona222   <none>           <none>
flux-sample-9-vztgt    1/1     Running   0          24m   10.244.21.2   u7s-corona257   <none>           <none>
