
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      34.75
8                      34.81
16                     34.75
32                     37.15
64                     39.41
128                    41.55
256                    44.92
512                    48.71
1024                   51.43
2048                   76.55
4096                   97.68
8192                  187.64
16384                 131.81
32768                 154.53
65536                 218.17
131072                342.51
262144               1170.29
524288               3279.36
1048576              6423.66
