
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      36.49
8                      35.48
16                     35.10
32                     36.96
64                     37.76
128                    41.83
256                    42.94
512                    46.29
1024                   50.04
2048                   76.36
4096                   99.27
8192                  183.34
16384                 126.14
32768                 154.49
65536                 221.31
131072                344.01
262144               1230.49
524288               3342.82
1048576              6351.86
