
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      34.64
8                      35.09
16                     35.40
32                     36.91
64                     38.02
128                    41.80
256                    45.06
512                    46.27
1024                   49.21
2048                   78.31
4096                   98.42
8192                  186.26
16384                 132.94
32768                 150.86
65536                 219.45
131072                338.22
262144               1164.41
524288               3346.64
1048576              6369.15
