
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      30.06
8                      29.04
16                     27.23
32                     28.57
64                     32.77
128                    35.40
256                    38.51
512                    41.20
1024                   45.53
2048                   86.73
4096                  117.50
8192                  229.15
16384                 140.76
32768                 166.83
65536                 235.18
131072                370.72
262144               1321.02
524288               3384.32
1048576              6291.33
