
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      30.12
8                      30.93
16                     30.85
32                     30.21
64                     31.41
128                    35.85
256                    38.55
512                    41.49
1024                   49.24
2048                   88.28
4096                  118.62
8192                  227.87
16384                 142.88
32768                 169.49
65536                 240.06
131072                381.80
262144               1263.04
524288               3317.62
1048576              6182.65
