
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      30.68
8                      27.59
16                     27.29
32                     29.24
64                     31.44
128                    35.50
256                    38.57
512                    42.06
1024                   45.26
2048                   86.23
4096                  117.23
8192                  233.10
16384                 142.25
32768                 166.83
65536                 235.42
131072                371.76
262144               1258.53
524288               3312.46
1048576              6281.21
