
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      29.67
8                      29.20
16                     27.93
32                     30.11
64                     33.13
128                    34.27
256                    39.60
512                    41.67
1024                   46.15
2048                   85.33
4096                  118.61
8192                  232.92
16384                 141.13
32768                 166.10
65536                 228.53
131072                377.52
262144               1127.97
524288               3350.26
1048576              6264.57
