
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      18.69
8                      18.42
16                     18.35
32                     20.53
64                     21.22
128                    24.03
256                    26.30
512                    29.01
1024                   32.55
2048                   37.51
4096                   83.45
8192                   83.37
16384                  95.84
32768                 130.51
65536                 161.44
131072                255.39
262144                441.72
524288               1007.62
1048576              2056.09
