
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      31.51
8                      31.45
16                     30.68
32                     32.25
64                     35.19
128                    39.29
256                    41.44
512                    44.53
1024                   47.39
2048                   74.97
4096                   94.44
8192                  189.55
16384                 124.52
32768                 142.80
65536                 198.89
131072                308.60
262144                496.75
524288               1051.39
1048576              2061.63
