
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      30.73
8                      29.90
16                     30.08
32                     31.33
64                     35.11
128                    38.11
256                    40.77
512                    44.61
1024                   48.16
2048                   75.00
4096                   94.69
8192                  189.32
16384                 126.29
32768                 145.96
65536                 195.69
131072                296.69
262144                476.87
524288               1057.91
1048576              2070.68
