
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      29.20
8                      29.45
16                     30.07
32                     30.83
64                     30.27
128                    34.59
256                    34.05
512                    37.05
1024                   40.50
2048                   57.62
4096                   76.86
8192                 1954.16
16384                 191.77
32768                2050.43
65536                 310.29
131072               1597.26
262144               1324.24
524288               3431.55
1048576              6501.36
