
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      23.82
8                      24.95
16                     24.48
32                     25.05
64                     27.42
128                    31.47
256                    31.66
512                    34.36
1024                   37.53
2048                   49.00
4096                   61.71
8192                 1951.58
16384                 159.75
32768                2042.49
65536                 249.71
131072               1428.67
262144                466.61
524288               1000.90
1048576              2010.32
