# OSU MPI Latency Test v5.8
# Size          Latency (us)
0                       1.81
1                       1.81
2                       1.81
4                       1.82
8                       1.81
16                      1.82
32                      1.98
64                      2.35
128                     2.39
256                     2.98
512                     3.44
1024                    3.72
2048                    4.02
4096                    4.91
8192                    5.69
16384                   6.59
32768                   8.48
65536                  11.75
131072                 18.87
262144                 29.20
524288                 50.24
1048576                93.00
2097152               177.79
4194304               347.70
