
# OSU MPI Allreduce Latency Test v5.8
# Size       Avg Latency(us)
4                      23.72
8                      24.66
16                     24.07
32                     25.32
64                     28.81
128                    31.56
256                    31.51
512                    34.65
1024                   37.38
2048                   50.36
4096                   61.25
8192                 1948.49
16384                 158.98
32768                2039.77
65536                 252.09
131072               1423.40
262144                462.80
524288               1008.74
1048576              2031.72
