
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      97.04
8                     100.00
16                     75.99
32                     57.88
64                     80.92
128                    91.39
256                   127.90
512                   192.11
1024                  118.65
2048                  108.38
4096                  109.49
8192                  200.88
16384                 134.65
32768                 157.07
65536                 231.95
131072                427.45
262144                638.09
524288               1246.37
1048576              3130.39
