
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      34.99
8                      36.76
16                     28.48
32                     40.20
64                     48.58
128                    43.10
256                    56.03
512                    45.07
1024                   51.37
2048                   79.49
4096                   98.87
8192                  372.27
16384                 109.54
32768                 369.03
65536                 442.42
131072                728.66
262144                722.26
524288               1740.29
1048576              4798.77
