
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      29.39
8                      40.15
16                    100.92
32                    162.79
64                    110.65
128                    91.68
256                    87.59
512                   100.49
1024                  106.53
2048                  273.91
4096                  175.69
8192                  245.94
16384                 199.81
32768                 184.08
65536                 257.65
131072                387.67
262144                757.15
524288               1167.50
1048576              2688.09
