
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      80.40
8                     130.59
16                     57.17
32                     97.81
64                     42.96
128                   101.14
256                   425.71
512                    92.95
1024                   90.12
2048                   74.23
4096                  105.16
8192                  305.90
16384                 487.98
32768                 168.24
65536                 867.13
131072                431.90
262144               1037.23
524288               1316.57
1048576              2294.38
